round_epochs,val_loss,val_mean_absolute_error,val_mean_squared_error,loss,mean_absolute_error,mean_squared_error,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation
100,18.09063502720424,4.045782225472586,18.09063502720424,19.779267184502256,4.183045378828471,19.779267184502256,2,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,0,20,100,0.001,uniform,0.01,linear
50,18.005807331630162,4.0352493694850375,18.005807331630162,19.68208346746664,4.171508620270585,19.68208346746664,2,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x7fbcdab636a8>,2,40,50,0.1,normal,0.01,linear
50,17.07215200151716,3.917636122022356,17.07215200151716,18.66669705483766,4.048014940413753,18.66669705483766,8,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,2,20,50,0.1,normal,0.1,linear
20,18.07907213483538,4.044322218213763,18.07907213483538,19.736657032924416,4.178546772593945,19.736657032924416,8,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x7fbcdab636a8>,0,40,20,0.1,uniform,0.001,linear
20,18.191368103027344,4.058155877249582,18.191368103027344,19.873676249411254,4.194444187974508,19.873676249411254,2,<function relu at 0x7fbcdab15a60>,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x7fbcdab636a8>,2,40,20,0.2,uniform,0.1,linear
300,18.223527090890066,4.062128237315586,18.223527090890066,19.917028173936153,4.199479795135228,19.917028173936153,8,<function relu at 0x7fbcdab15a60>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,2,40,300,0.1,uniform,0.001,linear
20,17.97685875211443,4.031702492918287,17.97685875211443,19.652178654628518,4.16762283207041,19.652178654628518,2,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,1,10,20,0.1,uniform,0.001,linear
50,18.445564338139125,4.0894452674048285,18.445564338139125,20.139330551687596,4.225894598834283,20.139330551687596,2,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,2,10,50,0.001,normal,0.01,linear
300,14.388560090746198,3.5560553584780012,14.388560090746198,14.856505740005359,3.5555714716953513,14.856505740005359,4,<function sigmoid at 0x7fbcdab15b70>,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x7fbcdab636a8>,1,20,300,0.2,uniform,0.1,linear
20,18.063012395586288,4.042251484734671,18.063012395586288,19.661541727791846,4.169536362707087,19.661541727791846,8,<function relu at 0x7fbcdab15a60>,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x7fbcdab636a8>,2,20,20,0.2,uniform,0.1,linear
