id,drop,IS_medium_order,IS_shape_order,IS_site,age_yr,age4g,female,adult,child,QC_med_order,QC_today_mm,QC_dob_mm,QC_today_yy,QC_dob_yy,QC_sex,QC_site,QC_order,QC_friend1,QC_friend2,QC_friend3,QC_med1_TS,QC_med1_PM,QC_med1_TF,QC_shape_order1,QC_trainL1,QC_trainR1,QC_test1L1,QC_test1R1,QC_test2L1,QC_train2R1,QC_test3L1,QC_test3R1,QC_test4L1,QC_train4R1,QC_test5L1,QC_test5R1,QC_test6L1,QC_train6R1,QC_personL1,QC_personR1,QC_train1_note1,QC_test1_note1,QC_test2_note1,QC_test3_note1,QC_test4_note1,QC_test5_note1,QC_test6_note1,QC_person_note1,QC_med2_PM,QC_med2_TS,QC_med2_TF,QC_shape_order2,QC_trainL2,QC_trainR2,QC_test1L2,QC_test1R2,QC_test2L2,QC_train2R2,QC_test3L2,QC_test3R2,QC_test4L2,QC_train4R2,QC_test5L2,QC_test5R2,QC_test6L2,QC_train6R2,QC_personL2,QC_personR2,QC_train1_note2,QC_test1_note2,QC_test2_note2,QC_test3_note2,QC_test4_note2,QC_test5_note2,QC_test6_note2,QC_person_note2,QC_med3_TS,QC_med3_PM,QC_med3_TF,QC_shape_order3,QC_trainL3,QC_trainR3,QC_test1L3,QC_test1R3,QC_test2L3,QC_train2R3,QC_test3L3,QC_test3R3,QC_test4L3,QC_train4R3,QC_test5L3,QC_test5R3,QC_test6L3,QC_train6R3,QC_personL3,QC_personR3,QC_train1_note3,QC_test1_note3,QC_test2_note3,QC_test3_note3,QC_test4_note3,QC_test5_note3,QC_test6_note3,QC_person_note3,QC_fold_note1,QC_fold_note2,QC_fold_note3,QC_fold_note4,QC_grip1L,QC_grip1R,QC_grip2L,QC_grip2R,QC_grip3L,QC_grip3R,QC_grip_note,QC_pinch1L,QC_pinch1R,QC_pinch2L,QC_pinch2R,QC_pinch3L,QC_pinch3R,QC_pinch_note,QC_catch1L,QC_catch1R,QC_catch2L,QC_catch2R,QC_catch3L,QC_catch3R,QC_throw1L,QC_throw1R,QC_throw2L,QC_throw2R,QC_throw3L,QC_throw3R,QC_toss_note1,QC_toss_note2,QC_toss_note3,QC_cube1L,QC_cube1R,QC_cube2L,QC_cube2R,QC_cube3L,QC_cube3R,QC_cube4L,QC_cube4R,QC_cube5L,QC_cube5R,QC_cube6L,QC_cube6R,QC_cube7L,QC_cube7R,QC_cube8L,QC_cube8R,QC_cube9L,QC_cube9R,QC_cube10L,QC_cube10R,QC_cube_note1,QC_cube_note2,QC_cube_note3,QC_cube_note4,QC_cube_note5,QC_cube_note6,QC_cube_note7,QC_cube_note8,QC_cube_note9,QC_cube_note10,QC_cube_total,QC_freeL,QC_freeR,QC_pick_tablet,QC_pick_paper,QC_pick_marker,QC_pick_finger,QC_free_note,QC_grip_maxL,QC_grip_maxR,QC_grip_maxLR,QC_pinch_maxL,QC_pinch_maxR,QC_pinch_maxLR,QC_draw1_bothLR,QC_draw2_bothLR,QC_draw3_bothLR,QC_catch1_bothLR,QC_catch2_bothLR,QC_catch3_bothLR,QC_catch_bothLR,QC_throw1_bothLR,QC_throw2_bothLR,QC_throw3_bothLR,QC_throw_bothLR,QC_cube1_bothLR,QC_cube2_bothLR,QC_cube3_bothLR,QC_cube4_bothLR,QC_cube5_bothLR,QC_cube6_bothLR,QC_cube7_bothLR,QC_cube8_bothLR,QC_cube9_bothLR,QC_cube10_bothLR,QC_cube_bothLR,QC_draw1_sumL,QC_draw1_sumR,QC_draw1_sumLR,QC_draw1_sumLRB,QC_draw1_propR,QC_draw2_sumR,QC_draw2_sumLR,QC_draw2_sumLRB,QC_draw2_propR,QC_draw2_sumL,QC_draw3_sumL,QC_draw3_sumR,QC_draw3_sumLR,QC_draw3_sumLRB,QC_draw3_propR,QC_catch_sumL,QC_catch_sumR,QC_catch_sumLR,QC_catch_sumLRB,QC_catch_propR,QC_throw_sumL,QC_throw_sumR,QC_throw_sumLR,QC_throw_sumLRB,QC_throw_propR,QC_cube_sumL,QC_cube_sumR,QC_cube_sumLR,QC_cube_sumLRB,QC_cube_propR,QC_free_sumLR,QC_free_bothLR,QC_free_propR,QC_free_sumLRB,QC_handed,QC_handed.n,QC_handed.d,f_c,f_cr,f_nc,f_nt,f_s,f_tri,p_c,p_cr,p_nc,p_nt,p_s,p_tri,s_c,s_cr,s_nc,s_nt,s_s,s_tri,pcf,pcf_f,pcf_n,avg.pcf,avg.pcf_f,avg.pcf_n,pcp,pcp_f,pcp_n,avg.pcp,avg.pcp_f,avg.pcp_n,pcs,pcs_f,pcs_n,avg.pcs,avg.pcs_f,avg.pcs_n,DP_f_head,DP_f_ears,DP_f_eyes,DP_f_nose,DP_f_mouth,DP_f_body,DP_f_arms,DP_f_hands,DP_f_legs,DP_f_feet,DP_f_clothes,DP_f_hair,DP_f_note,DP_f_total,DP_p_head,DP_p_ears,DP_p_eyes,DP_p_nose,DP_p_mouth,DP_p_body,DP_p_arms,DP_p_hands,DP_p_legs,DP_p_feet,DP_p_clothes,DP_p_hair,DP_p_note,DP_p_total,DP_s_head,DP_s_ears,DP_s_eyes,DP_s_nose,DP_s_mouth,DP_s_body,DP_s_arms,DP_s_hands,DP_s_legs,DP_s_feet,DP_s_clothes,DP_s_hair,DP_s_note,DP_s_total,PS_p_age,PS_p_edu,PS_p_merital,PS_p_house,PS_p_ses,PS_c1_age,PS_c2_age,PS_c3_age,PS_c4_age,PS_c5_age,PS_c_dob_mm,PS_c_dob_yy,PS_ethnicity,PS_eth_asian,PS_eth_black,PS_eth_cauc,PS_eth_hisp,PS_eth_native,PS_eth_other,PS_yesterday,PS_ymin_video,PS_ymin_computer,PS_ymin_internet,PS_ymin_videochat,PS_ymin_cellphone,PS_ymin_xbox,PS_ymin_nintendo,PS_ymin_kindle,PS_ymin_touchscreen,PS_ymin_usual,PS_outside_care,PS_num_tv,PS_num_desktop,PS_num_laptop,PS_num_xbox,PS_num_nintendo,PS_min_tablet,PS_min_smartphone,PS_min_othertouch,PS_allow_touch,PS_mos_firstuse,PS_freq_ipod,PS_freq_ipad,PS_freq_iphone,PS_freq_leappad,PS_freq_nook,PS_freq_other,PS_ymin_ipod,PS_ymin_ipad,PS_ymin_iphone,PS_ymin_leappad,PS_ymin_nook,PS_ymin_other,PS_drawapp_use,PS_drawapp_familiar,PS_colorapp_use,PS_colorapp_familiar,PS_writeapp_use,PS_writeapp_familiar,PS_freq_marker_paper,PS_freq_crayon_paper,PS_freq_pens_paper,PS_freq_pencil_paper,PS_freq_finger_ipad,PS_freq_stylus_ipad,PS_freq_chalk_pavement,PS_freq_otherd,PS_enjoy_traditional,PS_enjoy_electronic,PS_min_traditional,PS_min_electornic,PS_comment,asq_total,asq_communication,asq_grossmotor,asq_finemotor,asq_problemsolving,asq_personalsocial,,
DAM046,0,SPF,CAB,EW,2.08,1,1,0,1,SPF,8,NA,1,NA,2,NA,1,1,,,1,0,0,3,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,start with left and right,came with teacher,"teacher said ""triangle""",,,,,,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,makers on table,,,,don't look at the example,,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,app kept stopping due to touch,,,,,,,,didn't know how to fold,,,,0,0,NA,NA,NA,NA,she cried right right away (probably thought about doctor's office),NA,NA,NA,NA,NA,NA,she cried,0,0,0,0,0,0,0,1,1,0,1,0,,,,1,0,0,1,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,4,0,1,1,0,1,0,,0,0,0,NA,NA,NA,0,0,NA,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,7,0.143,7,7,7,1,0,NA,NA,NA,NA,NA,0,0,0,3,NA,2,1,3,3,0.333,3,2,5,5,0.4,1,0,1,1,0.88,23,26,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Child just scribbled ,0,41,20,2,1,9,16,14,12,2,NA,7,9,cauc,NA,NA,1,NA,NA,NA,Tue,10,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,
DAM047,0,FSP,BCA,Museum,2.43,1,0,0,1,FSP,8,NA,1,NA,1,7,5,1,,,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,with stylus,with stylus,with stylus,with stylus,with stylus,with stylus,0,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped because we did stylus first and he did not do finger because he was unable to do it,,,,,,,,0,1,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,just crumpled it,,,2,4,4,2,NA,NA,,2,2,1,0.9,1.5,1.5,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,NA,0,1,1,0,1,0,,4,4,4,2,2,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,0,0,0,NA,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,6,6,6,1,1,0,1,1,0.89,24,27,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,0,1,1,NA,1,1,NA,0.166666667,0.25,0,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Child scribbled - drew a circle that could maybe be coded as a head ,0,31,16,2,1,NA,2,,,NA,NA,3,9,cauc,NA,NA,1,NA,NA,NA,Thu ,0,0,0,0,0,0,0,0,0,1,2,1,1,3,1,0,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,285,60,60,55,60,50,,
DAM048,0,FSP,CBA,Museum,4.5,2,1,0,1,FSP,8,3,1,5,2,7,5,1,,,0,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,folded in air,folded face up,folded face up,4,7,4,9,7,9,,2.5,3,2.5,3.5,2.5,2.5,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,NA,NA,0,1,NA,NA,,7,9,9,2.5,3.5,3.5,0,0,0,1,1,1,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,10,10,10,1,NA,NA,NA,NA,0.92,34,37,2,2,0,2,3,1,2,2,0,3,2,1,2,1,0,2,1,1,0.833333333,1,0.5,2,2,2,0.833333333,1,0.5,2,1.75,3,0.833333333,1,0.5,1.4,1.25,2,1,0,1,0,1,1,1,1,1,0,0,1,,8,1,0,1,0,1,1,0,0,0,0,0,1,,5,1,0,1,0,1,1,1,0,0,0,1,1,,7,23,14,2,1,4,4,1,,NA,NA,3,7,other,NA,NA,NA,NA,NA,1,Thu,0,0,0,0,0,0,0,0,15,1,4,1,0,2,0,0,0,1,0,1,36,1,1,4,1,1,1,0,0,15,0,0,0,2,1,1,2,2,1,4,4,4,3,2,1,2,3,10,9,40,20,I got my first smart phone just a few months ago so we don't have much experience with touch screens. / ,295,60,60,60,55,60,,
DAM049,0,PFS,CBA,Museum,2.76,1,1,0,1,PFS,8,11,1,4,2,7,4,1,,,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,folded in air,folded in air,2,6,5,6,6,5,,1.5,1.5,1.5,1.5,2,2,,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,,,,,NA,,,,,,8,0,1,0,1,NA,NA,,6,6,6,2,2,2,0,0,0,1,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,1,1,2,5,0.5,0,8,8,8,1,1,0,1,1,0.84,32,38,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,36,16,2,3,NA,2,,,NA,NA,11,8,cauc,NA,NA,1,NA,NA,NA,Thu,5,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,2,0,1,1,4,NA,NA,NA,NA,NA,0,5,0,0,0,0,2,2,2,5,3,2,4,4,3,3,4,3,4,2,8,7,30,30,,295,60,60,55,60,60,,
DAM050,0,FSP,CBA,EW,2.22,1,1,0,1,FSP,9,6,1,3,2,NA,5,1,,,0,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,,,,,,,,,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,drew small little dots on the paper instead of just circles like before,,,,,,,,,does not make/reinforce the fold ,,did not fold but just pointed at line and pretended to fold,1,2,5,4,4,4,,1,1,1,1,1,2,,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,did not attempt to catch the ball,,,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,4,0,1,1,0,1,0,,5,4,5,1,2,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,7,7,7,1,0,0,7,7,7,1,NA,NA,NA,NA,NA,0,3,3,3,1,0,4,4,4,1,1,0,1,1,1,27,27,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,NA,0,0,0,0,0,Scribbles,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
DAM051,0,SPF,BCA,EW,3.77,2,1,0,1,SPF,9,11,1,5,2,NA,1,1,,,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,2,2,2,3,4,2,,1.5,1.5,1.5,2,2,2,,0,0,0,0,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,7,0,1,1,0,1,0,,4,3,4,2,2,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,7,7,7,1,1,0,1,1,0.91,32,35,2,1,2,0,1,1,1,0,1,0,1,0,2,1,2,0,0,0,0.833333333,1,0.5,1.4,1.25,2,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,1.666666667,1.5,2,1,0,1,0,1,0,0,0,0,0,0,0,,3,1,0,1,1,1,0,0,0,0,0,0,0,,4,1,0,1,0,1,0,0,0,0,0,0,0,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
DAM052,0,PFS,ABC,Museum,3.64,2,1,0,1,PFS,10,2,1,4,2,7,4,1,Haley,Marshal,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,3,0,1,1,0,NA,1,0,0,0,1,0,1,0,1,0,1,,drop the pen and use finger,,"Use left finger first, then use pen",,,,,,against table,against table,agai,8,5,4,4,4,4,"for the Trial one, use both hands",1.5,2.5,2,2,2,1.9,,0,0,0,0,0,0,1,1,0,0,1,1,,,,0,0,0,1,0,1,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,7,0,0,1,0,0,1,"first right hand, then switch to left hand ",8,5,8,2,2.5,2.5,0,0,1,1,1,1,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,7,7,7,1,7,7,7,1,0,1,5,6,7,0.833,0,0,0,3,NA,1,1,2,5,0.5,4,2,6,7,0.333,0,1,NA,1,0.76,28,37,3,0,1,1,1,1,2,0,2,1,2,1,1,1,0,0,1,0,0.833333333,0.75,1,1.4,1.666666667,1,0.833333333,0.75,1,1.6,1.666666667,1.5,0.5,0.75,0,1,1,NA,1,0,1,1,1,0,1,0,1,0,0,0,,6,1,0,1,0,1,0,1,0,1,0,0,1,,6,1,0,1,0,1,0,1,0,1,0,0,0,Child drew 2 long lines out of top of head - coded as arms ,5,28,16,2,3,7,5,3,5m,NA,NA,2,8,cauc,NA,NA,1,NA,NA,NA,Thu,60,0,30,0,0,0,0,0,30,1,2,3,0,1,0,0,1,2,1,1,12,1,5,5,4,1,1,0,60,0,0,0,0,2,1,1,2,2,1,4,4,4,4,2,1,2,NA,8,0,15,30,,260,40,60,40,60,60,,
DAM053,0,SPF,ABC,Museum,3.51,2,1,0,1,SPF,10,3,1,4,2,7,1,1,christopher,rosie,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,3,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,on table,on table,on table,5,5,4,2,4,0,no last right trial (wouldn't put hand around the dynamiter),2,2.5,2.5,2,2,2.5,,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,NA,,,,,,10,0,1,0,1,1,0,,5,5,5,2.5,2.5,2.5,0,0,0,1,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,1,1,2,5,0.5,0,10,10,10,1,1,0,1,1,0.85,34,40,3,2,1,0,1,1,1,2,0,0,1,1,2,2,1,0,0,1,0.833333333,1,0.5,1.6,1.75,1,0.666666667,1,0,1.25,1.25,NA,0.666666667,0.75,0.5,1.5,1.666666667,1,1,0,1,1,1,0,0,0,1,0,0,0,,5,1,0,1,1,1,0,1,0,1,0,0,0,,6,1,0,1,1,1,0,0,0,1,0,0,0,,5,42,14,2,3,7,3.5,,,NA,NA,3,8,cauc,NA,NA,1,NA,NA,NA,Thu,90,0,0,0,0,0,0,0,15,1,2,3,3,3,0,0,2,2,2,1,20,1,4,2,1,1,1,0,15,0,0,0,0,1,3,1,3,2,1,4,4,3,2,2,1,2,NA,8,3,15,10,,270,55,60,50,50,55,,
DAM054,0,PFS,BCA,Museum,1.83,1,0,0,1,PFS,10,12,1,3,1,7,4,1,Robie,Gunnar,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,0,1,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Poke the screen. Fail to draw as it zooms in the screen. ,,,,,,,1,0,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,Draw before shape comes out. ,Draw before shape comes out. ,Draw before shape comes out. ,Draw before shape comes out. ,,,,,Don't know how to  fold,Don't know how to  fold,Don't know how to  fold,1,2,2,2,1,1,Hard time follow instructions. ,0,0,NA,NA,NA,NA,Did not follow instruction,1,0,0,1,0,0,0,1,0,1,0,1,,,,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,6,0,0,1,0,0,1,use both hands pat on the screen. Then use one finger on the right hand ,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,1,1,1,1,1,0,0,7,7,7,1,1,1,2,3,0.5,0,3,3,3,1,0,6,6,6,1,0,1,NA,1,0.93,26,28,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Scribbles,0,0,0,0,0,0,0,0,0,0,0,0,0,Child just scribbled ,0,36,16,2,3,8,2,,,NA,NA,12,9,cauc,NA,NA,1,NA,NA,NA,Fri,15,0,15,0,3,0,0,0,0,2,NA,2,0,2,0,0,1,2,0,1,12,1,3,4,1,1,1,0,0,15,0,0,0,2,1,2,1,2,1,1,2,1,1,1,1,2,1,5,0,10,0,,245,60,50,35,45,55,,
DAM055,0,FSP,CBA,Museum,6.21,3,1,0,1,FSP,10,7,1,7,2,7,5,1,Addison,Kasen,0,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,0,1,0,1,0,1,0,1,NA,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,table,table,"table, slightly in air",12,10,12,12,10,11,leaned against table for last right trial,4,5,3.5,2.5,3.5,3.5,"leaned against table for trial r1, r3",0,0,0,0,0,0,0,1,0,1,0,1,,,,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,,,,,NA,,,,,"grab with both hands, stack with right only",10,0,1,0,1,1,0,,12,12,12,4,5,5,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,7,7,1,7,7,7,1,0,0,7,7,7,1,0,0,0,3,NA,0,3,3,3,1,0,8,8,10,1,1,0,1,1,0.87,33,38,4,3,3,4,2,3,3,4,4,4,3,4,3,3,3,3,2,2,1,1,1,3.166666667,3,3.5,1,1,1,3.666666667,3.5,4,1,1,1,2.666666667,2.5,3,1,0,1,0,1,1,1,1,1,1,0,1,,9,1,0,1,0,1,1,1,1,1,1,0,1,,9,1,0,1,0,0,1,1,1,1,1,0,1,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
DAM056,0,SPF,BCA,Museum,1.87,1,0,0,1,SPF,10,11,1,3,1,7,1,1,Dad,Sister,1,0,0,2,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,1,0,0,3,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,refused,,,,,,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,refused,,,,,,,,,"scrunched it on floor, drew on paper",,,NA,NA,NA,NA,NA,NA,finished early,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,finished early,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,7,7,7,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,7,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,Scribbles,0,22,16,2,3,8,22m,6m,,NA,NA,11,9,hisp,NA,NA,NA,1,NA,NA,Sat,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,1,0,1,18,1,1,4,1,1,1,0,0,0,0,0,0,2,1,2,1,2,1,3,3,3,3,1,1,3,1,9,4,22,10,,265,60,60,45,45,55,,
